Accident_Number,Event_Date,Year,Location,Country,Latitude,Longitude,Airport_Code,Airport_Name,Injury_Severity,Aircraft_Damage,Registration_Number,Make,Model,Schedule,Air_Carrier,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Uninjured,Weather_Condition,Weather_Condition_Cleaned,Total_Concerned,Broad_Phase_of_Flight
DCA00WA035,4/2/00,2000,"YAP, Federated States Of Micronesia",Federated States Of Micronesia,,,,,Incident,Minor,N79743,Boeing,727,SCHD,,0,0,,UNK,UNK,0,
DCA99WA008,10/20/98,1998,"POINT A PITRE, France",France,,,,,Incident,,N886MA,Boeing,727,SCHD,,0,0,0,UNK,UNK,0,
NYC99LA122,5/25/99,1999,"NEWARK, NJ",United States,,,,,Non-Fatal,,N16703,Boeing,737,SCHD,,0,1,76,VMC,VMC,77,DESCENT
NYC99IA036,12/8/98,1998,"NEW YORK, NY",United States,,,LGA,LA GUARDIA AIRPORT,Incident,,GCPX,Boeing,737,SCHD,,0,0,52,IMC,IMC,52,APPROACH
DCA98WA034,3/24/98,1998,"PIURA, Peru",Peru,,,,,Incident,,,Boeing,737,SCHD,,0,0,0,UNK,UNK,0,
DCA98WA069,7/20/98,1998,"AMSTERDAM, Netherlands",Netherlands,,,,,Incident,,N482EV,Boeing,747,SCHD,,0,0,3,UNK,UNK,3,
DCA98WA043,5/11/98,1998,"NARITA, Japan",Japan,,,,,Non-Fatal,,N179UA,Boeing,747,SCHD,,0,3,360,UNK,UNK,363,
DCA99RA083,9/14/99,1999,"GERONA SPAIN, Spain",Spain,,,,,Non-Fatal,Destroyed,,Boeing,757,NSCH,,0,2,175,UNK,UNK,177,
DCA99WA062,6/9/99,1999,"TEGUCIGALPA, Honduras",Honduras,,,,,Incident,Minor,N697AN,Boeing,757,SCHD,,0,0,94,UNK,UNK,94,
DCA98WA049,3/17/98,1998,"BRAZIL, Brazil",Brazil,,,,TRANSBRAZIL,Incident,,,Boeing,757,NSCH,,0,0,7,,NA,7,
DCA99WA080,8/24/99,1999,"COPENHAGEN, Denmark",Denmark,,,,,Incident,Minor,,Boeing,767,SCHD,,0,0,191,UNK,UNK,191,
DCA99WA003,9/12/98,1998,,Vietnam,,,,,Incident,Substantial,,Boeing,767,SCHD,,0,0,200,VMC,VMC,200,
DCA98WA047A,5/12/98,1998,"CAIRO, Egypt",Egypt,,,,,Non-Fatal,Substantial,,Boeing,767,UNK,,0,0,2,UNK,UNK,2,
DCA97WA011,11/23/96,1996,"COMORSO ISLANDS, Ethiopia",Ethiopia,,,,,Fatal(125),Destroyed,,Boeing,767,SCHD,,125,44,4,VMC,VMC,173,
ENG13RA006,11/7/12,2012,"Mumbai, India, India",India,,,,,Incident,Minor,,Boeing,777,,,0,0,203,,NA,203,
DCA98WA074,7/29/98,1998,"LONDON HEATHROW, United Kingdom",United Kingdom,,,,,Incident,Minor,N796UA,Boeing,777,SCHD,,0,0,1,UNK,UNK,1,
DCA98WA064,7/1/98,1998,"TENERIFE, Spain",Spain,,,,,Incident,,,Boeing,777,SCHD,,0,0,0,UNK,UNK,0,
MIA97RA011,10/22/96,1996,"MANTA, Ecuador",Ecuador,,,,,Fatal(34),Destroyed,N751MA,Boeing,707,NSCH,,34,50,0,VMC,VMC,84,
DCA98WA028,3/10/98,1998,"MOMBOSA, Kenya",Kenya,,,,,Fatal(6),Destroyed,,Boeing,707,NSCH,,6,0,,UNK,UNK,6,
DCA99WA010,11/14/98,1998,"OOSTEND, Belgium",Belgium,,,,,Unavailable,Destroyed,,Boeing,707,UNK,,0,0,,UNK,UNK,0,
DCA99WA049,3/10/99,1999,"CALGARY, Canada",Canada,,,CYYC,CALGARY,Incident,Minor,N8873Z,Boeing,727,SCHD,,0,0,96,UNK,UNK,96,
MIA99WA006,10/2/98,1998,"QUITO, Ecuador",Ecuador,,,,,Non-Fatal,Substantial,,Boeing,727,NSCH,,0,0,3,VMC,VMC,3,
DCA98MA084,8/31/98,1998,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY INTL,Non-Fatal,Substantial,N722DH,Boeing,727,NSCH,,0,0,5,,NA,5,CLIMB
DCA98RA036,4/20/98,1998,"BOGOTA, Colombia",Colombia,,,,,Fatal(52),Destroyed,,Boeing,727,SCHD,,52,0,0,UNK,UNK,52,
ATL95LA062,3/16/95,1995,"ALMA, GA",United States,,,,,Non-Fatal,,N295WA,Boeing,727,SCHD,,0,1,132,VMC,VMC,133,CRUISE
CHI96IA145,4/28/96,1996,"CHICAGO, IL",United States,,,,,Incident,,N7443U,Boeing,727,SCHD,,0,0,135,IMC,IMC,135,DESCENT
DCA98MA023,2/9/98,1998,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INTERNATIO,Non-Fatal,Substantial,N845AA,Boeing,727,SCHD,,0,0,99,IMC,IMC,99,APPROACH
IAD98LA021,1/6/98,1998,"PHILADELPHIA, PA",United States,,,PHL,PHILADELPHIA INTL,Non-Fatal,Minor,N845AA,Boeing,727,SCHD,,0,1,114,IMC,IMC,115,TAXI
DCA00WA039,3/20/00,2000,"AREQUIPA, Peru",Peru,,,,,Unavailable,Substantial,,Boeing,727,SCHD,,0,0,,VMC,VMC,0,
NYC00LA040,11/27/99,1999,"FLUSHING, NY",United States,,,LGA,LA GUARDIA AIRPORT,Non-Fatal,Substantial,N521DA,Boeing,727,SCHD,,0,0,73,VMC,VMC,73,TAXI
ATL97IA042,2/13/97,1997,"ATLANTA, GA",United States,,,ATL,HARTSFIELD INTERNATIONAL,Incident,Minor,N416DA,Boeing,727,SCHD,,0,0,92,IMC,IMC,92,TAKEOFF
NYC96IA168,8/14/96,1996,"FLUSHING, NY",United States,,,,,Incident,,N533DA,Boeing,727,SCHD,,0,0,139,VMC,VMC,139,CLIMB
SEA96IA027,12/7/95,1995,"BOISE, ID",United States,,,BOI,BOISE AIR TERMINAL-GOWEN,Incident,Minor,N543DA,Boeing,727,SCHD,,0,0,130,IMC,IMC,130,LANDING
MIA95LA135,5/24/95,1995,"WEST PALM BEACH, FL",United States,,,PBI,PALM BEACH INTERNATIONAL,Non-Fatal,Substantial,N489DA,Boeing,727,SCHD,,0,0,136,VMC,VMC,136,TAXI
NYC00IA100B,3/24/00,2000,"BOSTON, MA",United States,,,BOS,LOGAN INT'L AIRPORT,Incident,Minor,N297WA,Boeing,727,SCHD,,0,0,202,VMC,VMC,202,TAXI
FTW98IA208,5/7/98,1998,"COLORADO SPRNGS, CO",United States,,,,,Incident,Minor,N116FE,Boeing,727,SCHD,,0,0,3,VMC,VMC,3,CLIMB
DCA00WA040,4/19/00,2000,"SAMAL ISLAND, Philippines",Philippines,,,,,Fatal(131),Destroyed,,Boeing,737,SCHD,,131,0,,IMC,IMC,131,
DCA99RA076,8/31/99,1999,"BA, Argentina",Argentina,,,,,Fatal(80),Destroyed,,Boeing,737,SCHD,,80,0,0,UNK,UNK,80,
DCA99WA078,8/26/99,1999,"DURBAN, South Africa",South Africa,,,,,Incident,,,Boeing,737,SCHD,,0,0,5,UNK,UNK,5,
DCA98WA081,8/13/98,1998,"GATWICK, United Kingdom",United Kingdom,,,,,Incident,,,Boeing,737,UNK,,0,0,,UNK,UNK,0,
DCA98WA041,5/5/98,1998,"ANDOAS, Peru",Peru,,,,,Fatal(87),Destroyed,,Boeing,737,UNK,,87,0,0,IMC,IMC,87,
MIA98WA151,5/4/98,1998,"HAVANA, Cuba",Cuba,,,,,Non-Fatal,Substantial,N261LR,Boeing,737,SCHD,,0,0,69,IMC,IMC,69,
DCA98WA050,4/12/98,1998,"ALMA-ATA, Kazakhstan",Kazakhstan,,,,,Unavailable,Substantial,,Boeing,737,UNK,,0,0,,UNK,UNK,0,
DCA97RA063,9/6/97,1997,,Saudi Arabia,,,,,Unavailable,Minor,,Boeing,737,UNK,,0,0,0,UNK,UNK,0,
CHI97IA117,4/28/97,1997,"CHICAGO, IL",United States,,,ORD,CHICAGO OHARE,Incident,Minor,N9063U,Boeing,737,SCHD,,0,0,56,VMC,VMC,56,TAKEOFF
ATL97LA064,4/28/97,1997,"ATLANTA, GA",United States,,,,,Non-Fatal,,N14245,Boeing,737,SCHD,,0,1,74,IMC,IMC,75,CLIMB
ATL96FA101,7/8/96,1996,"NASHVILLE, TN",United States,,,BNA,NASHVILLE INTERNATIONAL,Non-Fatal,Minor,N53SW,Boeing,737,SCHD,,0,1,122,IMC,IMC,123,TAKEOFF
DCA95RA051,8/9/95,1995,"SAN VICENTE, El Salvador",El Salvador,,,,,Fatal(65),Destroyed,N125GU,Boeing,737,SCHD,,65,0,0,IMC,IMC,65,
DCA95RA017,2/1/95,1995,"SAN PAULO, Brazil",Brazil,,,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,2,0,UNK,UNK,2,
DCA99WA050,3/4/99,1999,"BIARRITZ, France",France,,,,,Unavailable,Substantial,,Boeing,737,SCHD,,0,0,,IMC,IMC,0,
LAX98LA104,3/4/98,1998,"RENO, NV",United States,,,,,Non-Fatal,,N746AS,Boeing,737,SCHD,,0,1,110,VMC,VMC,111,CRUISE
FTW97LA215,6/11/97,1997,"ALBUQUERQUE, NM",United States,,,,,Non-Fatal,,N980UA,Boeing,737,SCHD,,0,1,107,VMC,VMC,108,DESCENT
FTW95LA103,1/27/95,1995,"DALLAS, TX",United States,,,DAL,DALLAS LOVE FIELD,Non-Fatal,,N71SW,Boeing,737,SCHD,,0,1,124,VMC,VMC,125,STANDING
DCA10WA054,4/24/10,2010,"Riyadh, Saudi Arabia",Saudi Arabia,,,RUH,King Khaled International Airp,Incident,Minor,N444HE,Boeing,737,,,0,0,9,,NA,9,
NYC00LA097,2/3/00,2000,"BOSTON, MA",United States,,,BOS,LOGAN INT'L AIRPORT,Non-Fatal,,N397US,Boeing,737,SCHD,,0,1,59,VMC,VMC,60,CRUISE
DCA99WA061,6/9/99,1999,"ZHANJIANG, China",China,,,,,Non-Fatal,Substantial,,Boeing,737,SCHD,,0,0,71,UNK,UNK,71,
NYC98IA165,8/7/98,1998,"MCCONNELLSBURG, PA",United States,,,,,Incident,Minor,N515AU,Boeing,737,SCHD,,0,0,122,VMC,VMC,122,CLIMB
DCA98RA013,12/19/97,1997,,Indonesia,,,,,Fatal(97),Destroyed,,Boeing,737,UNK,,97,0,0,UNK,UNK,97,
CHI97LA162,6/8/97,1997,"VALPARAISO, IN",United States,,,,,Non-Fatal,,N321UA,Boeing,737,SCHD,,0,1,79,IMC,IMC,80,DESCENT
DCA97WA045,5/8/97,1997,"SHENZHEN, China",China,,,,,Fatal(35),Destroyed,,Boeing,737,SCHD,,35,0,,UNK,UNK,35,
FTW96IA210,5/10/96,1996,"DALLAS, TX",United States,,,DAL,DALLAS LOVE FIELD,Incident,Minor,N315SW,Boeing,737,SCHD,,0,0,50,VMC,VMC,50,LANDING
LAX96IA184,4/30/96,1996,"ONTARIO, CA",United States,,,KONT,ONTARIO INTERNATIONAL,Incident,Minor,N331SW,Boeing,737,SCHD,,0,0,132,VMC,VMC,132,APPROACH
FTW98FA273,6/17/98,1998,"DENVER, CO",United States,,,DEN,DENVER INTERNATIONAL,Non-Fatal,Substantial,N364UA,Boeing,737,SCHD,,0,0,70,VMC,VMC,70,TAXI
FTW95IA083,1/1/95,1995,"HOUSTON, TX",United States,,,,,Incident,,N326SW,Boeing,737,SCHD,,0,0,66,VMC,VMC,66,APPROACH
NYC96IA022,11/2/95,1995,"PORTLAND, ME",United States,,,PWM,PORTLAND INT'L JETPORT,Incident,Minor,N373US,Boeing,737,SCHD,,0,0,62,IMC,IMC,62,TAKEOFF
MIA95IA187,7/18/95,1995,"ORLANDO, FL",United States,,,,,Incident,,N390US,Boeing,737,SCHD,,0,0,120,VMC,VMC,120,DESCENT
FTW95IA348,8/18/95,1995,"LUBBOCK, TX",United States,,,LBB,LUBBOCK INTERNATIONAL,Incident,Minor,N309SW,Boeing,737,SCHD,,0,0,114,VMC,VMC,114,TAKEOFF
DCA00WA018,1/2/00,2000,"AMSTERDAM, Netherlands",Netherlands,,,,,Incident,Minor,,Boeing,737,NSCH,,0,0,143,UNK,UNK,143,
DCA98WA065,6/20/98,1998,"MARSEILLES, France",France,,,,,Incident,,,Boeing,737,SCHD,,0,0,0,UNK,UNK,0,
DCA00WA042,4/18/00,2000,"BRISBANE, Australia",Australia,,,,,Incident,,,Boeing,737,SCHD,,0,0,,VMC,VMC,0,
DCA98WA070,7/2/98,1998,"BRAZIL, Brazil",Brazil,,,,,Incident,,,Boeing,737,SCHD,,0,0,5,UNK,UNK,5,
MIA97WA069,1/18/97,1997,"ARUBA, Aruba",Aruba,,,,,Non-Fatal,Minor,,Boeing,737,NSCH,,0,1,156,VMC,VMC,157,
ANC97LA015,12/22/96,1996,"YAKUTAT, AK",United States,,,,,Non-Fatal,,N775AS,Boeing,737,SCHD,,0,2,39,VMC,VMC,41,CRUISE
NYC00LA267,9/15/00,2000,"FLUSHING, NY",United States,,,LGA,LA GUARDIA,Non-Fatal,Substantial,N461PR,Boeing,737,SCHD,,0,0,58,VMC,VMC,58,TAXI
LAX97IA161,4/16/97,1997,"RIALTO, CA",United States,,,,,Incident,,N930UA,Boeing,737,SCHD,,0,0,99,VMC,VMC,99,APPROACH
LAX97LA051,11/19/96,1996,"BISHOP, CA",United States,,,,,Non-Fatal,,N916UA,Boeing,737,SCHD,,0,1,112,VMC,VMC,113,CRUISE
NYC95IA114B,5/19/95,1995,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Incident,Minor,N13624,Boeing,737,SCHD,,0,0,288,VMC,VMC,288,TAXI
SEA98IA027,12/25/97,1997,"EUGENE, OR",United States,,,EUG,MAHLON SWEET FIELD,Incident,,N918UA,Boeing,737,SCHD,,0,0,105,VMC,VMC,105,STANDING
FTW98RA401,9/16/98,1998,"GUADALAJARA, Mexico",Mexico,,,,,Non-Fatal,Substantial,N20643,Boeing,737,SCHD,,0,0,108,VMC,VMC,108,
MIA98IA193,7/7/98,1998,"BIRMINGHAM, AL",United States,,,,,Incident,Minor,N701GS,Boeing,737,SCHD,,0,0,96,VMC,VMC,96,DESCENT
DCA98WA062,6/27/98,1998,"MUNICH, Germany",Germany,,,,,Incident,,,Boeing,737,SCHD,,0,0,,UNK,UNK,0,
OPS11IA101A,11/11/10,2010,"66 NM East of Hobe Sound, FL",United States,,,,,Incident,,,Boeing,737,SCHD,,0,0,,VMC,VMC,0,
DCA98MA015,12/28/97,1997,PACIFIC OCEAN,,,,,,Fatal(1),Minor,N4723U,Boeing,747,SCHD,,1,18,203,VMC,VMC,222,CRUISE
LAX96LA035,11/1/95,1995,PACIFIC OCEAN,,,,,,Non-Fatal,,N4714U,Boeing,747,SCHD,,0,1,300,VMC,VMC,301,CRUISE
DCA96MA070,7/17/96,1996,"EAST MORICHES, NY",United States,,,,,Fatal(230),Destroyed,N93119,Boeing,747,SCHD,,230,0,0,VMC,VMC,230,CLIMB
CHI95IA095,2/25/95,1995,"CHICAGO, IL",United States,,,ORD,CHICAGO O'HARE INT'L,Incident,,GAWNM,Boeing,747,SCHD,,0,0,357,VMC,VMC,357,CLIMB
DCA00WA058,6/12/00,2000,"ENGLISH CHANNEL, United Kingdom",United Kingdom,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,UNK,UNK,0,
DCA00WA049,5/12/00,2000,", Ireland",Ireland,,,,,Incident,,N520UP,Boeing,747,NSCH,,0,0,,UNK,UNK,0,
DCA99WA039,2/8/99,1999,"AMSTERDAM, Netherlands",Netherlands,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,3,UNK,UNK,3,
DCA00RA017,12/22/99,1999,"STANSTED, United Kingdom",United Kingdom,,,,,Fatal(4),Destroyed,,Boeing,747,NSCH,,4,0,0,IMC,IMC,4,
DCA99WA047,3/5/99,1999,"MADRAS, India",India,,,,,Non-Fatal,Destroyed,,Boeing,747,SCHD,,0,0,2,UNK,UNK,2,
DCA98WA087,9/11/98,1998,"PARIS, France",France,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,4,UNK,UNK,4,
NYC00LA085,2/27/00,2000,"PROVIDENCE, RI",United States,,,,,Non-Fatal,,GBDXL,Boeing,747,SCHD,,0,1,371,IMC,IMC,372,DESCENT
SEA99IA032,1/20/99,1999,PACIFIC OCEAN,,,,,,Incident,Minor,N14024,Boeing,747,SCHD,,0,0,340,VMC,VMC,340,CRUISE
LAX96IA087,1/5/96,1996,"LOS ANGELES, CA",United States,,,,,Incident,Minor,N628US,Boeing,747,SCHD,,0,0,385,VMC,VMC,385,CLIMB
ANC01IA007,10/15/00,2000,"ANCHORAGE, AK",United States,,,PANC,ANCHORAGE INTERNATIONAL,Incident,Minor,N629US,Boeing,747,NSCH,,0,0,3,VMC,VMC,3,TAKEOFF
ANC99LA099,7/29/99,1999,"ANCHORAGE, AK",United States,,,,,Non-Fatal,Substantial,N707CK,Boeing,747,NSCH,,0,0,5,VMC,VMC,5,CLIMB
DCA00WA074,7/23/00,2000,"MONTREAL, Canada",Canada,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,IMC,IMC,0,
DCA97MA058,8/6/97,1997,"NIMITZ HILL, GU",United States,,,KGUM,AGANA INTERNATIONAL AIRPO,Fatal(228),Destroyed,H7468,Boeing,747,SCHD,,228,26,,IMC,IMC,254,APPROACH
DCA99WA086,9/23/99,1999,"BANGKOK, Thailand",Thailand,,,,,Unavailable,Substantial,,Boeing,747,SCHD,,0,0,,IMC,IMC,0,
DCA99WA014,11/28/98,1998,"LONDON, United Kingdom",United Kingdom,,,,,Incident,Minor,,Boeing,747,UNK,,0,0,,UNK,UNK,0,
DCA98WA079,8/5/98,1998,"SEOUL, Korea, Republic Of","Korea, Republic Of",,,,,Unavailable,Substantial,,Boeing,747,UNK,,0,0,,IMC,IMC,0,
DCA98WA076,7/31/98,1998,"COLOGNE, Germany",Germany,,,,,Incident,Minor,N671UP,Boeing,747,NSCH,,0,0,0,UNK,UNK,0,
DCA97WA047A,5/14/97,1997,"LONDON, United Kingdom",United Kingdom,,,,HEATHROW INTERNATIONAL,Non-Fatal,Minor,,Boeing,747,SCHD,,0,0,573,VMC,VMC,573,
ANC97LA056,4/12/97,1997,"ANCHORAGE, AK",United States,,,ANC,ANCHORAGE INTERNATIONAL,Non-Fatal,Substantial,VRHUK,Boeing,747,NSCH,,0,0,4,VMC,VMC,4,APPROACH
ANC01IA022,12/12/00,2000,"PORT HEIDEN, AK",United States,,,,,Incident,Minor,N119UA,Boeing,747,SCHD,,0,0,386,VMC,VMC,386,CRUISE
LAX96LA013,10/17/95,1995,PACIFIC OCEAN,,,,,,Non-Fatal,,N191UA,Boeing,747,SCHD,,0,1,331,VMC,VMC,332,CRUISE
LAX99FA218B,6/6/99,1999,"LOS ANGELES, CA",United States,33.938611,-118.408889,LAX,Los Angeles International,Non-Fatal,Substantial,F-GTOM,Boeing,747,SCHD,,0,0,699,VMC,VMC,699,STANDING
DCA00WA059,6/7/00,2000,"FRANKFURT, Germany",Germany,,,,,Incident,Minor,,Boeing,747,SCHD,,0,0,,UNK,UNK,0,
DCA99WA077,9/2/99,1999,"TAIPEI, Taiwan",Taiwan,,,,,Incident,Substantial,,Boeing,747,SCHD,,0,0,3,UNK,UNK,3,
DCA99RA001,10/5/98,1998,"MOPZAMBIQUE, Mozambique",Mozambique,,,,,Non-Fatal,Substantial,,Boeing,747,SCHD,,0,0,3,UNK,UNK,3,
DCA01WA004,11/15/00,2000,"COPENHAGEN, Denmark",Denmark,,,,,Incident,Minor,,Boeing,757,NSCH,,0,0,97,UNK,UNK,97,
DCA98WA024,2/17/98,1998,"BRUSSELS, Belgium",Belgium,,,,,Incident,Minor,,Boeing,757,SCHD,,0,0,2,UNK,UNK,2,
MIA98WA048,1/1/98,1998,"PUERTO PLATA, Dominican Republic",Dominican Republic,,,,,Non-Fatal,Substantial,,Boeing,757,NSCH,,0,0,213,VMC,VMC,213,
MIA97WA226,8/2/97,1997,"LIMA, Peru",Peru,,,,,Fatal(1),,N12114,Boeing,757,SCHD,,1,0,149,UNK,UNK,150,
IAD96LA058,4/7/96,1996,ATLANTIC OCEAN,,,,,,Non-Fatal,,N653A,Boeing,757,SCHD,,0,1,193,UNK,UNK,194,CRUISE
DCA96RA030,2/6/96,1996,"PUERTO PLATA, Dominican Republic",Dominican Republic,,,,,Fatal(189),Destroyed,,Boeing,757,NSCH,,189,0,0,VMC,VMC,189,
CHI00IA018,10/28/99,1999,"CHICAGO, IL",United States,,,,,Incident,,N575UA,Boeing,757,SCHD,,0,0,68,VMC,VMC,68,CRUISE
DEN99LA037,2/7/99,1999,"CLIMAX, CO",United States,,,,,Non-Fatal,,N586UA,Boeing,757,SCHD,,0,1,28,VMC,VMC,29,CRUISE
FTW98IA019,10/16/97,1997,"SEATTLE, WA",United States,,,,,Incident,Minor,N581UA,Boeing,757,SCHD,,0,0,196,VMC,VMC,196,CLIMB
ANC96LA026B,2/20/96,1996,"FAIRBANKS, AK",United States,,,FAI,FAIRBANKS INTERNATIONAL,Non-Fatal,Substantial,N524UA,Boeing,757,SCHD,,0,0,91,VMC,VMC,91,STANDING
MIA98WA251,9/20/98,1998,"LA PAZ, Bolivia",Bolivia,,,,,Non-Fatal,Substantial,N650AA,Boeing,757,SCHD,,0,0,162,IMC,IMC,162,
FTW97IA261,7/10/97,1997,"DICKINSON, ND",United States,,,,,Incident,Minor,N660AM,Boeing,757,SCHD,,0,0,133,VMC,VMC,133,CRUISE
LAX00FA097,2/12/00,2000,"SAN SALVADOR, El Salvador",El Salvador,,,MSLP,El Salvador International,Non-Fatal,Substantial,N671DN,Boeing,757,SCHD,,0,0,161,VMC,VMC,161,LANDING
LAX99FA207,6/2/99,1999,"PHOENIX, AZ",United States,,,PHX,PHOENIX SKY HARBOR INTL.,Non-Fatal,Substantial,N656DL,Boeing,757,SCHD,,0,0,127,VMC,VMC,127,LANDING
ATL97IA035,1/31/97,1997,"ATLANTA, GA",United States,,,ATL,HARTSFIELD INTERNATIONAL,Incident,Minor,N611DL,Boeing,757,SCHD,,0,0,168,VMC,VMC,168,CLIMB
ENG09WA006,5/1/09,2009,"Guayaquil, Ecuador",Ecuador,,,GYE,Simon Bolivar International,Incident,,,Boeing,757,,,0,0,,,NA,0,
FTW98LA243,5/24/98,1998,"WICHITA, KS",United States,,,,,Non-Fatal,,N619AU,Boeing,757,SCHD,,0,1,121,VMC,VMC,122,CRUISE
LAX00LA072,1/11/00,2000,"LAS VEGAS, NV",United States,,,,,Non-Fatal,,N909AW,Boeing,757,SCHD,,0,1,42,VMC,VMC,43,CRUISE
DCA98WA057,6/22/98,1998,"LARNACA, Cyprus",Cyprus,,,,,Incident,Minor,,Boeing,757,UNK,,0,0,217,VMC,VMC,217,
NYC00IA036,11/20/99,1999,"JAMAICA, NY",United States,,,JFK,JOHN F KENNEDY INTL,Incident,,N610UA,Boeing,767,SCHD,,0,0,179,VMC,VMC,179,APPROACH
CHI00IA152,6/7/00,2000,"LAFAYETTE, IN",United States,,,,,Incident,,N603UA,Boeing,767,SCHD,,0,0,165,VMC,VMC,165,CRUISE
CHI95LA188,6/20/95,1995,"CHAMPAGNE, IL",United States,,,,,Non-Fatal,,N606UA,Boeing,767,SCHD,,0,4,144,VMC,VMC,148,CRUISE
DEN00IA023,12/6/99,1999,"SALT LAKE CITY, UT",United States,,,,,Incident,Minor,N111DN,Boeing,767,SCHD,,0,0,85,VMC,VMC,85,TAKEOFF
FTW97IA144,3/27/97,1997,"DFW AIRPORT, TX",United States,,,DFW,DALLAS-FT. WORTH INTL,Incident,Minor,N105DA,Boeing,767,SCHD,,0,0,198,VMC,VMC,198,APPROACH
IAD96IA048,2/20/96,1996,"PITTSBURGH, PA",United States,,,,,Incident,,N656US,Boeing,767,SCHD,,0,0,140,VMC,VMC,140,APPROACH
DCA99WA031,1/15/99,1999,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,N373AA,Boeing,767,SCHD,,0,0,91,UNK,UNK,91,
ATL97WA079,6/3/97,1997,"ASUNCION, Paraguay",Paraguay,,,,,Non-Fatal,,N651UA,Boeing,767,SCHD,,0,1,122,UNK,UNK,123,
NYC97FA098,5/22/97,1997,"NEWARK, NJ",United States,,,EWR,NEWARK INTERNATIONAL,Non-Fatal,Substantial,IDEIL,Boeing,767,SCHD,,0,0,168,VMC,VMC,168,LANDING
LAX97LA112,2/25/97,1997,"SAN FRANCISCO, CA",United States,,,,,Non-Fatal,,N661UA,Boeing,767,SCHD,,0,1,109,VMC,VMC,110,DESCENT
LAX99WA026,11/25/98,1998,"LAS VEGAS, NV",United States,,,,,Non-Fatal,Substantial,,Boeing,767,NSCH,,0,0,329,VMC,VMC,329,
DCA98WA046,4/4/98,1998,"KEFLAVIK, Iceland",Iceland,,,,,Incident,Minor,,Boeing,767,UNK,,0,0,,UNK,UNK,0,
DCA98RA016,1/9/98,1998,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,Minor,N653UA,Boeing,767,SCHD,,0,1,87,UNK,UNK,88,
ATL99WA004,10/4/98,1998,"SAO PAULO, Brazil",Brazil,,,SBGR,SAO PAULO INTERNATIOAL,Non-Fatal,,N1200K,Boeing,767,SCHD,,0,1,145,VMC,VMC,146,
SEA01LA014,11/4/00,2000,"PORTLAND, OR",United States,,,,,Non-Fatal,,N173DZ,Boeing,767,SCHD,,0,1,180,VMC,VMC,181,DESCENT
DCA00MA006,10/31/99,1999,ATLANTIC OCEAN,,,,,,Fatal(217),Destroyed,SUGAP,Boeing,767,SCHD,,217,0,,VMC,VMC,217,
DCA00WA007,11/5/99,1999,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,Substantial,N784UA,Boeing,777,SCHD,,0,0,274,UNK,UNK,274,
CHI00WA045,12/13/99,1999,"LONDON, United Kingdom",United Kingdom,,,,,Non-Fatal,,N786UA,Boeing,777,SCHD,,0,1,185,IMC,IMC,186,
MIA99WA029,11/11/98,1998,"CONCEPCION, Bolivia",Bolivia,,,,,Non-Fatal,,N784UA,Boeing,777,SCHD,,0,1,227,UNK,UNK,228,
CHI00IA125,4/25/00,2000,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,,N779AN,Boeing,777,SCHD,,0,0,167,VMC,VMC,167,TAKEOFF
DCA00WA025,2/12/00,2000,"LUANDA, Angola",Angola,,,,,Non-Fatal,Destroyed,,Boeing,727,NSCH,,0,0,7,IMC,IMC,7,
CHI97IA205,7/9/97,1997,"INDIANAPOLIS, IN",United States,,,IND,INDIANAPOLIS INTL,Incident,Minor,N770AT,Boeing,727,NSCH,,0,0,11,IMC,IMC,11,STANDING
DCA96RA014,12/3/95,1995,"DOUALA, Cameroon",Cameroon,,,,,Fatal(72),Destroyed,,Boeing,737,SCHD,,72,5,0,VMC,VMC,77,
DCA98WA048,5/29/98,1998,"BOMBAY, India",India,,,,,Unavailable,Substantial,,Boeing,737,SCHD,,0,0,,UNK,UNK,0,
DCA96IA005,10/29/95,1995,"SAN FRANCISCO, CA",United States,,,,,Incident,,N904UA,Boeing,737,,,0,0,3,IMC,IMC,3,GO-AROUND
DCA00RA089,9/5/00,2000,"JAKARTA, Indonesia",Indonesia,,,,,Unavailable,Substantial,,Boeing,747,UNK,,0,0,0,UNK,UNK,0,
CHI00IA248B,8/6/00,2000,"CHICAGO, IL",United States,,,ORD,O'HARE INTERNATIONAL,Incident,,N119UA,Boeing,747,SCHD,,0,0,363,VMC,VMC,363,TAKEOFF
FTW96LA157,3/23/96,1996,"TAOS, NM",United States,,,,,Non-Fatal,,N503UA,Boeing,757,SCHD,,0,1,140,VMC,VMC,141,CRUISE
